level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
4	1	5	1	5	0	468	102	21	32	-1	
5	1	5	1	5	1	468	102	21	32	33	LD
4	1	5	1	6	0	438	101	21	33	-1	
5	1	5	1	6	1	438	101	21	33	74	o
4	1	5	1	7	0	407	100	22	32	-1	
5	1	5	1	7	1	407	100	22	32	14	A
4	1	5	1	8	0	376	98	22	33	-1	
5	1	5	1	8	1	376	98	22	33	60	A
4	1	5	1	9	0	345	97	22	33	-1	
5	1	5	1	9	1	345	97	22	33	81	e
4	1	5	1	10	0	314	97	22	33	-1	
5	1	5	1	10	1	314	97	22	33	0	en
4	1	5	1	11	0	283	96	22	33	-1	
5	1	5	1	11	1	283	96	22	33	85	o
4	1	5	1	12	0	251	95	23	33	-1	
5	1	5	1	12	1	251	95	23	33	60	fu
2	1	6	0	0	0	175	112	79	1067	-1	
3	1	6	1	0	0	175	112	79	1067	-1	
4	1	6	1	1	0	175	112	79	1067	-1	
5	1	6	1	1	1	175	112	79	1067	95	 
2	1	7	0	0	0	207	92	48	561	-1	
3	1	7	1	0	0	207	92	48	561	-1	
4	1	7	1	1	0	207	92	48	561	-1	
5	1	7	1	1	1	208	92	19	100	90	ELECCIONES
5	1	7	1	1	2	207	198	30	94	38	FEDEÑALES
5	1	7	1	1	3	233	356	3	1	79	)
5	1	7	1	1	4	207	418	48	178	14	pr"
5	1	7	1	1	5	213	556	35	97	10	nO
2	1	8	0	0	0	133	401	76	18	-1	
3	1	8	1	0	0	133	401	76	18	-1	
4	1	8	1	1	0	133	401	76	18	-1	
5	1	8	1	1	1	133	330	114	89	36	=
2	1	9	0	0	0	0	0	960	1280	-1	
3	1	9	1	0	0	0	0	960	1280	-1	
4	1	9	1	1	0	0	0	960	1280	-1	
5	1	9	1	1	1	0	0	960	1280	95
